Project ID,Category,Title,County,Improvement Type,Cost,Primary Project, Description
"96058","Under Construction","T-611 Dunmyer Road Bridge","Somerset      ","Bridge Rehabilitation","0","109208","Over Beaver Dam Creek
Quemahoning Township
Bridge Rehabilitation"
"96060","Under Construction","T-519 Walters Mill Road Bridge","Somerset      ","Bridge Rehabilitation","0","109208","Over East Branch Coxes Creek
Somerset Township
Bridge Rehabilitation"
"96062","Under Construction","Walnut St Bridge Rehab","Somerset      ","Bridge Rehabilitation","0","109208","Over Flaugherty Creek
Meyersdale Borough
Bridge Rehabilitation"
"96385","Under Construction","US 22 Resurf  15th Street to SR 309","Lehigh        ","Resurface","17632762","null","US 22 from 309 to 15th Street
Lehigh County
Highway Resurface"
"96387","Under Construction","MacArthur Road Resurface","Lehigh        ","Resurface","6125587","null","MacArthur Road (PA 145) resurfacing from a quarter mile south of Grape Street to PA 329 (Main Street) in Whitehall Township, Lehigh County."
"96412","Under Construction","Bedford St - Reservoir Rd","Blair         ","Resurface","1959158","null","Bedford Street to Reservoir Road (SR 2007)
Hollidaysburg Borough and Frankstown Township
Resurfacing"
"96426","Under Construction","Bath  Pike_ 329 to Hollow Road","Northampton   ","Resurface","3473512","null","Bath Pike from PA 329 to Hollow Road
Resurface"
"96478","Under Construction","PA 248 Rehabilitation","Carbon        ","Restoration","14265839","null","Highway Rehabilitation includes concrete patching and paving, improvements to the guide rail and median barrier, and upgrades to the fencing along the rock cut areas along PA 248 from US 209 to Northampton County Line, Carbon County.
"
"96487","Under Construction","N RR Ave to Blair Co Line","Cambria       ","Resurface","2699590","null","From Dulancey Drive (SR 2012) to Springhill Road (SR 2006)
Portage Borough and Portage Township
Resurface"
"96514","Under Construction","Point Stadium Br Rehab","Cambria       ","Bridge Rehabilitation","5836846","null","Over Stonycreek River
City of Johnstown
Bridge Rehabilitation"
"96544","Under Construction","PA16: SR 1004 to Franklin Co Line","Fulton        ","Safety Improvement","4396452","null","From Lincoln Way West (SR 1004) to Franklin County Line
Ayr Township
Resurface"
"96559","Under Construction","Seventh Ave/W. Eighth Ave.","Allegheny     ","Concrete Rehabilitation","5722754","null","DesiConcrete reconstruction on SR 837, from Neel Street 1.2 miles to the railroad overpass bridge in West Homestead and Baldwin Boroughs, Allegheny County."
"96562","Under Construction","US 19/West End Bypass - Pkwy West","Allegheny     ","Reconstruct","15067486","null","Road reconstruction and bridge replacement on SR19, West End Bypass to I-376 including Shaler St Bridge over SR 19 and SR 51 in the City of Pittsburgh, Allegheny County."
"96599","Under Construction","PA 160 to Bedford Co Line","Somerset      ","Resurface","3324139","null","From PA 160 to Bedford County Line
Shade and Stonycreek Townships
Resurface"
"96647","Under Construction","PA 31 to Westmoreland County","Somerset      ","Resurface","1654741","null","PA 31 to Westmoreland County Line
Jefferson, Lincoln, and Somerset Townships
Resurface"
"96654","Under Construction","PA 356 Safety Improvement","Westmoreland  ","Safety Improvement","16322162","null","PA 356: Freeport Bridge to North of White Cloud Road
Allegheny Township, Westmoreland County
Safety Improvement"
"96679","Under Construction","SR 154 Soil Slide Repair","Sullivan      ","Slides Correction","2729000","null","SR 154 at the intersection of SR 3009 (World's End Road)
Forks Township
Segment 0160/0000 to 0160/1000
Slide Correction"
"96783","Under Construction","Colebrook Road Improvemt","Lebanon       ","Safety Improvement","3318628","null","Safety Improvement
PA 241 (Colebrook Road) from US 322 (Horseshoe Road) to Lebanon City Limit
North and West Cornwall Townships
Lebanon County"
"96806","Under Construction","SR 2002 Slide","Pike          ","Restoration","546960","null","Slope repair on State Route 2002 (Wilson Hill Road) in Delaware Township, Pike County."
"96909","Under Construction","SR 87 Slide","Wyoming       ","Restoration","2656870","null","Slope repair on State Route 87 between Sullivan/Wyoming County Line and Bucks Rub Lane, North Branch, Colley Townships, Wyoming County."
"97051","Under Construction","PA 408 Thompson Street","Crawford      ","Bridge Rehabilitation","1978150","null","State Route 408 (Thompson Street) Bridge over Oil Creek
Hydetown Boro in Crawford County
Bridge Preservation/Rehabilitation/Replacement"
"97064","Under Construction","SR 1006 Bridge/Coulter Run","Crawford      ","Bridge Preservation Activities","0","97086","State Route 1006 (Skeltontown Road) Bridge over Coulter Run
Cussewago Township and Crawford County
Department Force Bridge Preservation/Rehabilitation/Replacement"
"97086","Under Construction","SR 1037 Brdg/Lil Fed Run","Crawford      ","Bridge Replacement","298000","null","State Route 1037 (Little Cooley Road) Lincolnville Bridge over Little Federal Run Tributary
Athens Township 
Bridge Replacement"
"97148","Under Construction","Allentown Blvd over Beach-B","Lebanon       ","Bridge Replacement","3464853","null","Bridge Replacement
US 22 (Allentown Boulevard) over Beach Run
Behtel Township"
"97254","Under Construction","River Relief Route","Dauphin       ","Restoration","13705762","null","US 22/322 from North Front Street to Elmerton Avenue, SR 3026 (Elmerton Ave) from US-22 to Susquehanna Twp line.
Harrisburg City, Middle Paxton and Susquehanna Townships
Resurfacing and Base Repair"
"97444","Under Construction","SR 4007/Little Brokenstraw Trib","Warren        ","Bridge Replacement","420420","null","State Route 4007 (Greeley Street) Bear Lake Bridge over Little Brokenstraw Tributary
Borough of Bear Lake
Department Force Bridge Rehab/Replacement"
"97549","Under Construction","I-180 from SR 54 to SR 147","Northumberland","Resurface","9042686","null","I -180 from SR 54 to SR 147 both directions
Delaware & Turbot (Twps)
Roadway mill and resurface w/ bridge replacement"
"97574","Under Construction","SR4001 ovTb Wattles Run","Tioga         ","Bridge Replacement","306603","null","State Route 4001 (Wattles Run Road) over Tributary to Wattles Run 
Clymer Township
bridge Replacement"
"97652","Under Construction","SR 487 from Susquehanna River to SR 1004","Columbia      ","Reconstruct","0","94702","SR 487 from Susquehanna River to SR 1004,
Bloomsburg
Reconstruct Roadway"
"97674","Under Construction","US6 over Phoenix Run","Tioga         ","Bridge Replacement","1974283","null","US 6 over Phoenix Run 
Gaines Township
Bridge Replacement"
"97846","Under Construction","I-579 "Cap" Project","Allegheny     ","New Bridge","29779585","null","(Sponsor = Sport and Exhibition) To construct a new structure (Cap) to span over I-579 for a non-vehicular, pedestrian/bicycle connection from the Lower Hill District to Downtown, in the City of Pittsburgh, Allegheny County."
"97907","Under Construction","US 19 Corridor Improvements","Mercer        ","Restoration","3311803","null","State Route 19 (Perry Highway/Franklin Street) Betterment from Interstate 80 (Z H Confair Highway) to Quince Street
East Lackawannock, Springfield, and Coolspring Townships, and the Borough of Mercer"
"97934","Under Construction","PA 65/Emsworth to Sewickley Br","Allegheny     ","Resurface","3264505","null","Mill and overlay on SR 65 from Emsworth to Sewickley Bridge in Kilbuck Township, Glenfield, Haysville and Glen Osborne Boroughs, Allegheny County."
"98085","Under Construction","PA 837/33rd St to Smithfield","Allegheny     ","Safety Improvement","17462849","null","Safety improvement on SR 837 from Station Square to Steelers Practice Field (UPMC Sports Performance Complex, after South 33rd Street) in the City of Pittsburgh, Allegheny County."
"98245","Under Construction","I-81 NB/SB Mill/Fill N Susq","Susquehanna   ","Resurface","3391205","null","Resurfacing on Interstate 81, in Great Bend, New Milford Townships and Gread Bend and New Milford Boroughs, Susquehanna County."
"98247","Under Construction","I-81 NB/SB Mill/Fill Luz","Luzerne       ","Resurface","19457643","null","Resurfacing on Interstate 81 Northbound, Southbound, and ramps from Exit 164, Nanticoke to Exit 178, Avoca in Hanover, Newport, Plains, Wilkes Barre, Jenkins, Pittston Townships, Ashley, Dupont , Laflin Boroughs in Luzerne County."
"98291","Under Construction","SR 2027 over I-70","Washington    ","Bridge Replacement","5605856","null","SR 2027 (Maple Drive) over Interstate 70 
Speers Borough, Washington County
Bridge Replacement"
"98404","Under Construction","SR 1035 over Raven Creek","Columbia      ","Bridge Replacement","369315","null","SR 1035 over Raven Creek,
Benton (Twp)
Bridge Replacement"
"98538","Under Construction","SR 2019 over Quaker Run","Northumberland","Bridge Replacement","339353","null","SR 2019 over Quacker Run,
Coal (Twp)
Bridge Replacement"
"98555","Under Construction","Venango Group 521","Venango       ","Resurface","4433003","null","State Route 208 (Barkeyville Road/Emlenton Clintonville Road) from the State Route 308 to State Route 38
Irwin, Clinton and Scrubgrass Townships, and the Borough of Clintonville
Resurface/Restoration"
"98685","Under Construction","I-80 West Bound Lane over SR 1010","Union         ","Bridge Replacement","3401082","null","Interstate 80 West Bound over State Route 1010,
White Deer (Twp)
Bridge Replacement"
"98720","Under Construction","PA 18: Summerhill to Springboro Rd","Crawford      ","Resurface","1366318","null","State Route 18 (Water Street/Main Street) from the Summerhill Township line to Springboro Road 
Borough of Conneautville and Summerhill Township
Resurface/Restoration"
"98730","Under Construction","Portersville Bridge","Butler        ","Bridge Replacement","6330930","null","PA 488 (East Portersville Road) over Interstate 79 northbound and southbound
Muddy Creek Township
Bridge Replacement"
"98757","Under Construction","PA53 Clear Creek Bridge","Cambria       ","Bridge Replacement","0","22564","Over Clear Creek
Reade Township
Bridge Replacement"
"98760","Under Construction","Settlemyer Run Culvert","Cambria       ","Bridge Replacement","0","22492","Over Settlemeyer Run
Summerhill Township
Culvert Replacement"
"98916","Under Construction","PA187ovTbSugarCrk","Bradford      ","Bridge Improvement","0","79243","PA 187 over Tributary to Sugar Creek
Wilmot Township
BMS 08018700300000
Bridge improvement"
"98922","Under Construction","US 15 to Union Cnty Line","Snyder        ","Resurface","2149343","null","US 15 to Union County Line
Monroe Township
Resurfacing"
"98962","Under Construction","SR 11 from 6th St to Park St","Columbia      ","Resurface","0","94702","US Route 11 from Sixth Street to Park Street, 
Town of Bloomsburg, Columbia County
Roadway Resurfacing"
"98980","Under Construction","Little St to McFadden Rd","Bradford      ","Resurface","0","102991","SR 414 from Little Street to McFadden Road,
Canton Twp
Resurface Roadway"
"99156","Under Construction","Windfall Rd to Tennessee Gas Rd","Bradford      ","Restoration","2498542","null","SR 14 from SR 3028 (Windfall Road) to 0.5 miles South of Tennessee Gas Road 
Alba Borough and Troy Township
restoration"
"99157","Under Construction","Satterlee Street to NY State Line","Bradford      ","Reconstruct","17058961","null","State Route 199 from Satterlee Street to New York State Line
Athens and Sayre Boroughs
reconstruction"
"99164","Under Construction","SR15 Guide Sign Upgrade #1","Tioga         ","Signing","118402","null","Replace Major Guide Signs 
US 15 
Liberty, Bloss, Covington, Richmond, Tioga and Lawrence Townships and Blossburg, Mansfield and Lawrenceville Boroughs
"
"99185","Under Construction","Major Guide Sign Mtc 2021","Allegheny     ","Signing","429026","null","Installation and maintenance of signs at various routes districtwide"
"99282","Under Construction","Franklin Street Improvements","Cambria       ","Intersection Improvement","4300696","null","From PA 403 to Southmont Boulevard
City of Johnstown
Turning lane, turning radius improvements, pedestrian crossing access, and alterations to existing on-street parking"
"99363","Under Construction","SR4006ovPorterCreek","Sullivan      ","Bridge Replacement","337619","null","State Route 4006 (Ellis Road) over Tributary to Hoagland Branch
Fox Township
Bridge replacement"
"99367","Under Construction","SR1022 ov Trib to Hammond Creek","Tioga         ","Bridge Replacement","341775","null","State Route 1022 (North Road) over unnamed tributary to Hammond Creek 
Jackson Township
Bridge replacement"
"99418","Under Construction","Wonder View Lane to Sugar Creek","Bradford      ","Safety Improvement","2396396","null","SR 6 from Township Road to Old Mills Road
North Towanda Township
Resurfacing"
"99423","Under Construction","OldRt220 to SR42","Sullivan      ","Resurface","1249940","null","US 220 from Old Route 220 to 0.25 miles South of PA 42 
Laporte Township and Laporte Borough
Resurfacing"
"99607","Under Construction","Coolspring North PM","Jefferson     ","Resurface","4554021","null","Along PA 36 from SR 3005 (Pansy Ringgold Road) to T-392 (Ballentine Road)
Beaver and Rose Townships
Resurfacing"
"99765","Under Construction","PA 5: SR 4029 to PA 89","Erie          ","Resurface","3666678","null","PA 5 (12th Street/Lake Road) 
City of Erie, Lawrence Park, Harborcreek and North East Townships
Resurfacing"
"100046","Under Construction","US 30 over Campbell Run-A","Franklin      ","Bridge Replacement","7159493","null","Bridge Replacement
US 30 (Lincoln Highway) over branch of Campbell Run
St Thomas Township"
"100051","Under Construction","US30 over trib of Back Cr-A","Franklin      ","Bridge Replacement","0","100046","Bridge replacement
US 30 (Lincoln Highway) over Tributary to Back Creek 
St Thomas Township
"
"100163","Under Construction","Mountain Rd ovr Buck Run","Franklin      ","Bridge Replacement","831916","null","Bridge replacement
State Route 3011 (Mountain Road) over Buck Run
Peters Township
"
"100167","Under Construction","Raccoon Val Rd over Juni","Perry         ","Bridge Preservation Activities","3799890","null","Bridge preservation on PA 17 over Juniata River
Tuscarora Township and Millerstown Borough
Bridge Preservation
"
"100175","Under Construction","PA66-Snydersburg North","Clarion       ","Resurface","2225670","null","Along PA 66 from SR 4015 (Fryburg Road) to a point 0.44 miles north of  SR 1013 (Sawmill Road)
Farmington and Knox Townships
Resurfacing"
"100213","Under Construction","Venango County Group 501","Venango       ","Resurface","1891486","null","State Route 428 (Halyday Run Road)
Plum and Oakland Townships
Resurfacing"
"100237","Under Construction","US30 over Conococheague Br PM","Franklin      ","Bridge Preservation Activities","0","87680","Bridge preservation
US30 (Lincoln Highway West Bound) over Bridge Conococheague Creek
Chambersburg
"
"100314","Under Construction","Ebenezer Road Bridge-B","Lebanon       ","Bridge Rehabilitation","0","100340","Bridge Rehabilitation
PA 72 (Ebenezer Road) over Tributary of Swatara Creek in Union Township"
"100340","Under Construction","Allentown Blvd/Kevins Run-B","Lebanon       ","Bridge Rehabilitation","1133589","null","Bridge Rehabilitation
US 22(Allentown Boulevard) over Kevin's Run in Union Township"
"100342","Under Construction","Cumberland Street Brdg 3-B","Lebanon       ","Bridge Replacement","3160558","null","Bridge Replacement
East Bound US 422 (Cumberland street) over Tributary to Tulpehocken Creek in Jackson Township"
"100348","Under Construction","Allentown Blvd East Brdg-B","Lebanon       ","Bridge Rehabilitation","0","100340","Bridge Rehabilitation
US 22 East (Allentown Boulevard) over Indiantown Run in East Hanover Township"
"100372","Under Construction","Market Street over US 22","Perry         ","Bridge Preservation Activities","1908500","null","State Route 1015 (Market Street) over US 22
Greenwood Township
Bridge Preservation"
"100525","Under Construction","Warren County Group 611","Warren        ","Resurface","2518525","null","State Route 426 from Old Route 77 to the Erie County line 
Columbus, Mead, Sheffield and Spring Creek Townships
Resurfacing"
"100532","Under Construction","SR 3029 over Tributary Forest Lake Creek","Susquehanna   ","Replace/Rehab","0","9462","Bridge replacement on State Route 3029 over Tributary to Forest Lake Creek, in Jessup Township, Susquehanna County."
"100604","Under Construction","Ardmore Blvrd Br ov Br. Falls Run","Allegheny     ","Bridge Replacement","0","113415","Design build structure replacement on SR 30, Ardmore Boulevard over Branch of Falls Run in Forest Hills Borough, Allegheny County."
"100607","Under Construction","PA 50/Chartiers Street","Allegheny     ","Add Lane","10787318","null","bridge rehabilitation, bituminous approach, concrete pavement reconstruction, drainage on SR 50 Millers Run Road and Washington Pike in South Fayette Township & Bridgeville Borough, Allegheny County."
"100728","Under Construction","Boulevard of Allies Ramps","Allegheny     ","Bridge Preservation Activities","35415546","null","Bridge preservation on several ramps on PA 885 & SR 8004 over I-376 in the City of Pittsburgh, Allegheny County."
"100767","Under Construction","US 19-Ivory Ave to W View(2021ALCO3A409)","Allegheny     ","Resurface","0","108241","Resurfacing on US 19 from Ivory Avenue to West View Park Drive in the City of Pittsburgh, West View Borough, Ross Township, Allegheny County."
"100790","Under Construction","PA51(2021ALCO1A409-RoadMap)","Allegheny     ","Resurface","0","105201","milling and resurface on PA 51 in Stowe, Findlay and Robinson Townships, Allegheny County."
"100880","Under Construction","SR 3037,Castle Shannon Blvd (A-409)","Allegheny     ","Resurface","0","105241","Resurface Scott Road from Castle Shannon Boulevard to Washington Road in Mt Lebanon Township and Dormont Borough"
"100963","Under Construction","McLaughlin Rn Rd@McMillia","Allegheny     ","Add Lane","4719074","null","Construction of a roundabout at the intersection of SR 3004, McLaughlin Run Road, and SR 3034, Lesnett/McMillian Road, located in Upper St. Clair Township, Allegheny County."
"100970","Under Construction","3009/South Park @Logan Rd","Allegheny     ","Intersection Improvement","996542","null","Intersection improvement including add turn lane, signalization improvement on SR 3009 (South Park Road) and SR 3010 (Logan Road) in Bethel Park Borough, Allegheny County"
"101036","Under Construction","Grist Mill Road Bridge","Lancaster     ","Bridge Replacement","2628858","null","State Route 1901 (Grist Mill Road) over Conestoga River
Earl Township
Bridge replacement"
"101156","Under Construction","William Penn Hwy Resurf","Perry         ","Resurface","9736181","null","US 22 (William Penn Highway) from Dauphin County Line to SR 1014(Owl Hollow Road)
Greenwood, Howe, Watts, and Buffalo Townships
Resurface"
"101216","Under Construction","Old Darlington Road (A409EM)","Beaver        ","Guiderail Improvement","0","105237","guiderail reset, base repair on SR 4013, Old Darlington Road in South Beaver Township, Beaver County."
"101221","Under Construction","Sunflower Road (A409EM)","Beaver        ","Resurface","0","105237","4" mill, binder and wearing, base repair on SR 68, Sunflower Road in Rochester, Daugherty and Chippewa Township, Beaver County"
"101493","Under Construction","Jeanette/Hempfield CMAQ","Westmoreland  ","Existing Signal Improvement","2477067","null","US 30 Corridor
City of Jeanette and Hempfield Township, Westmoreland County
Congestion Reduction"
"101798","Under Construction","SR 2085 Resurfacing","Berks         ","Resurface","0","101802","Curb cuts, mill, base repair and overlay State Route 2085 from State Route 2004 to State Route 2021 in City of Reading
"
"101802","Under Construction","SR 2009 Resurfacing","Berks         ","Resurface","2950555","null","Curb cuts, mill, base repair and overlay State Route 2009 from Walnut Street to Elder Street in City of Reading
"
"101834","Under Construction","Susquehanna St Resurface","Lehigh        ","Resurface","1297901","null","RESURFACE STATE ROUTE 2004 FROM PA 145 TO SEIDERSVILLE ROAD IN CITY OF ALLENTOWN AND SALISBURY TOWNSHIP
"
"101836","Under Construction","Broadway Resurface","Lehigh        ","Resurface","945945","null","RESURFACE STATE ROUTE 2002 FROM SEIDERSCVILLE ROAD TO NORTHAMPTON COUNTY LINE IN SALISBURY TOWNSHIP AND FOUNTAIN HILL BOROUGH
"
"101966","Under Construction","Gettysburg Rd Realignment","Cumberland    ","Relocation/Realignment","2044101","null","Gettysburg Road from SR 2021 (Wesley Drive) To Audobon Road
Lower Allen Township
Roadway realignment"
"101971","Under Construction","SR 2069 over  Broad Run","Lycoming      ","Bridge Replacement","131001","null","SR 2069 (Moreland Township Rd) over Broad Run
Moreland Township
Bridge improvement"
"102007","Under Construction","SR 2015 / 2004 Intersection Improvement","Luzerne       ","Safety Improvement","716076","null","Intersection Improvements on State Route 2015 (Saylor Avenue) and State Route 2004 (River Road) in Jenkins/Plains Township, Luzerne County."
"102014","Under Construction","US6 ov Morris Branch","Tioga         ","Bridge Rehabilitation","1733800","null","US 6 over Morris Branch
Wellsboro Borough
Bridge Rehabilitation"
"102039","Under Construction","I-90: MP 3.5 to 7 Reconstruct - #1","Erie          ","Reconstruct","66423596","null","Interstate 90 (American Veterans Memorial Highway) from the maintenance crossover east of US 6N (Exit 3) to milepost 7 east of State Route 215 
Springfield and Girard Townships
Reconstruction/Bridge Replacement and Rehabilitation"
"102040","Under Construction","I-90: MP 7 to 10.5 Reconstruct - #1","Erie          ","Reconstruct","0","102039","Interstate 90 (American Veterans Memorial Highway) before Neiger Road to past Exit 9 before Cross Station Road
Girard Township and the Borough of Platea
Reconstruction/Bridge Replacement, Rehabilitation"
"102054","Under Construction","SR 4005 Dyberry/Texas/Clinton Twp Paving","Wayne         ","Resurface","0","114065","Resurfacing on State Route 4005 (Beech Grove Road) from State Route 0006 (Fortinia Road) to State Route 170 (Creek Drive) in Dyberry, Texas, and Clinton Township, Wayne County."
"102069","Under Construction","Hamot Rd/Oliver Rd Intersection","Erie          ","Safety Improvement","4153616","null","Hamot Road just west of the intersection with State Route 4008 (Flower Road/Oliver Road)
Summit Township 
Safety/Intersection Improvement"
"102095","Under Construction","SR 0011, 0092, 1009, 2045 Resurfacing","Luzerne       ","Restoration","0","114153","Resurfacing and ADA ramps on State Route 11, State Route 92, State Route 2045 and ADA ramp work only on State Route 1009 in various municipalities, Luzerne County."
"102134","Under Construction","Henry Ave Congested Corr2 (C)","Philadelphia  ","Corridor Safety Improvement","12624624","null","Henry Avenue Congested Corridor Phase 2
City of Philadelphia
Safety Improvement Project"
"102223","Under Construction","Easton Two Way St  Conversions","Northampton   ","Corridor Safety Improvement","1708977","null","Convert four one way streets to two way streets to facilitate traffic in Easton's Central Business District
2nd Street, Spring Garden Street, 4th Street, Ferry Street and Easton Circle
City of Easton
Northampton County
"
"102274","Under Construction","Schuylkill R. Swing Brdg TIGER 7 (C)","Philadelphia  ","Bicycle Facilities/Services","15438338","null","Schuylkill River Swing Bridge
Grays Ferry, City of Philadelphia
Reconnecting RR bridge for bike/ped"
"102311","Under Construction","PA 100 Reconstruction","Lehigh        ","Reconstruct","19485304","null","Roadway Reconstruction on PA 100 from Industrial Blvd to Tilghman Street
Upper Macungie Township
Lehigh County"
"102333","Under Construction","US 15 Improvements - Adams","Adams         ","Safety Improvement","0","94950","Safety Improvements: S. Ridge Rd, N. Ridge Rd & County Line Rd.  Lengthen the accel/decel lanes on US 15 on the north side of the PA-94/US 15 interchange.  US 15 from Adams/York County Line to S. Ridge Rd in Latimore and Huntington Twps."
"102502","Under Construction","Peale Avenue Bridge","Clinton       ","Bridge Rehabilitation","1305292","null","Peale Avenue over Fishing Creek
Mill Hall Borough
Bridge Rehabilitation"
"102563","Under Construction","Federal Aid Paving 4-20-FP1","Luzerne       ","Resurface","6592508","null","Resurfacing on various State Routes in various municipalities, Luzerne County."
"102802","Under Construction","Main St/ Ridge Pike Resurfacing (C)","Montgomery    ","Resurface","0","109082","Group 06-15-94
Various locations in Montgomery County
Resurfacing"
"102807","Under Construction","Group 06-15-MD4(C)","Montgomery    ","Resurface","6189207","null","Group 06-15-MD4
Various locations in Montgomery County
Resurfacing"
"102991","Under Construction","South Ave to SR 414","Bradford      ","Resurface","994154","null","Mill and resurface
SR 154 from South Ave to SR 414"
"103081","Under Construction","Hershey Park Dr Improv","Dauphin       ","Resurface","3473117","null","PA 39, SR 2016/2036 (Hershey Park Drive) from US 422 to North Lingle Avenue
Derry Township
Resurface, Safety and Congestion Improvements"
"103146","Under Construction","PA 56 Apollo Group Bridges","Armstrong     ","Bridge Replacement","5011733","null","Existing structures carrying PA 56 over Sugar Hollow Run and northern and southern tributaries to the Kiskiminetas River
Apollo Borough and Kiskiminetas Township
Bridge Replacement"
"103555","Under Construction","I-95 Corridor ITS (C)","Philadelphia  ","Traffic System Management","22993637","null","I-95 Corridor Traffic Operations Systems
City of Philadelphia
Traffic Mgnt Sys, ITS Devices"
"103744","Under Construction","I-95 Delaware Line-Phila SB (C)","Delaware      ","Resurface","0","92581","I-95 SB from Delaware State Line to 2000' North of SR420
Delaware County
Resurfacing"
"104228","Under Construction","Almono - TIIF","Allegheny     ","Reconstruct","7822121","null","construction of necessary on-site transportation infrastructure, site utility infrastructure (water, sanitary sewer, storm sewer), off-site transportation improvements, and site remediation at Almono, LP, Pittsburgh, Allegheny County"
"104233","Under Construction","Jackson Twp. Transp. Improvement TIIF","Butler        ","Intersection Improvement","3857458","null","Along US 19
Jackson Township
Intersection Improvements"
"104304","Under Construction","KiesterRdCorridorSafetyIm","Butler        ","Transportation Enhancement","349600","null","Along T-841 from T-377 to west of Rocket Road
Slippery Rock Township
Transportation Enhancement"
"104363","Under Construction","ISIP Open End Project (C)","Montgomery    ","Intersection Improvement","6320499","null","ISIP Open End Project
Various locations districtwide
Intersection improvements"
"104364","Under Construction","RDIP Open End Project (C)","Montgomery    ","Safety Improvement","0","104363","RDIP Open End Project
Various locations districtwide
Roadway Departure safety improvmnts"
"104365","Under Construction","New Falls Rd Ped SFTY Improvmnts (C)","Bucks         ","Miscellaneous","1990081","null","New Falls Rd HSIP
Bristol Township, Bucks County
Pedestrian safety improvements"
"104459","Under Construction","PA 286: US 422 Interchange East","Indiana       ","New Interchange","18046093","null","PA 286 from Rustic Lodge Road to the US 422 Interchange and SR 4422 from Birchwood Street to Treese Avenue
White Township
Intersection Improvements"
"104465","Under Construction","PA3@LangfrdRunRd&I476(SB) (C)","Delaware      ","New Traffic Signal","3745210","null","PA 3 @ Langford Run Rd & I-476(SB)
Marple & Haverford Townships
Intersection Improvements"
"104473","Under Construction","PA 23 TSM Improvements 2","Lancaster     ","Intersection Improvement","5101100","null","Center turn lane, install curb and sidewalks, signal replacement
PA 23 (Main Street) from SR 1003 (Hellers Church Road) to Granger Road
Upper Leacock Township"
"104741","Under Construction","PA 309 o/ Perkiomen Creek (C)","Bucks         ","Bridge Rehabilitation","0","86923","PA 309 o/ Perkiomen Creek
West Rockhill Township, Bucks County
Bridge Rehabilitation"
"104754","Under Construction","Group 6-18- BD9 Bridge/Delmorr/River (C)","Bucks         ","Resurface","0","104755","Group 6-18-BD9
Resurfacing 
Bucks County"
"104755","Under Construction","Group 6-18- BD9 Lurgan Rd (Parent) (C)","Bucks         ","Resurface","10947473","null","Group 6-18-BD9
Bucks County 
Resurfacing"
"104756","Under Construction","Group 6-18-BD9 (SR 32) Main St. (C)","Bucks         ","Surface Treatment","0","104755","Group 6-18-BD9
Resurfacing 
Bucks County"
"104759","Under Construction","Group 6-18-BD9 Eagle Rd & Stony Brk Rd (C)","Bucks         ","Resurface","0","104755","Eagle Rd and Stony Brook Rd
Lower Makefield Twp, Bucks County
Resurfacing"
"104762","Under Construction","Group 6-18- BD9 State Rd (C)","Bucks         ","Resurface","0","104755","Group 6-18-BD9
Resurfacing 
Bucks County"
"104766","Under Construction","Group 6-18- BD9 (SR32)  River Rd (C)","Bucks         ","Surface Treatment","0","104755","Group 6-18-BD9
Resurfacing
Bucks County"
"104768","Under Construction","Group 6-18-BD9 Trenton Ave (C)","Bucks         ","Resurface","0","104755","Group 6-18-BD9
Falls Township and Morrisville Borough, 
Bucks County
Resurfacing"
"104864","Under Construction","Bryn Mawr Ave Resurfacing(PARENT) (C)","Delaware      ","Resurface","7531077","null","Bryn Mawr Avenue Repaving
Newtown Township, Delaware County
Highway Restoration"
"104966","Under Construction","Wissahickon Av Brg Monoshone Ck","Philadelphia  ","Bridge Rehabilitation","0","104988","Wissahickon Ave Br O/Monoshone Creek
City of Philadelphia
Bridge Rehabilitation"
"104968","Under Construction","Market St: 7th Street - Front(C)","Philadelphia  ","Replace/Rehab","0","104988","Market St: 7th Street - Front
City of Philadelphia
Rehabilitation, resurfacing, ADA ramps"
"104969","Under Construction","Belmont Ave: Lancaster Ave to City Ave(C)","Philadelphia  ","Replace/Rehab","0","104988","Belmont Ave: Lancaster Ave to City Ave
City of Philadelphia
Rehabilitation, resurfacing, ADA ramps"
"104988","Under Construction","State Rd: Cottman Ave-Bucks County Line(Parent)(C)","Philadelphia  ","Replace/Rehab","10200728","null","State Rd: Cottman Ave - Bucks County Line
City of Philadelphia
Rehab, resurfacing"
"105000","Under Construction","Chestnut St: Broad St - Penn's Landing Rd(C)","Philadelphia  ","Replace/Rehab","0","104988","Chestnut St: Broad St - Penn's Landing Rd
City of Philadelphia
Resurfacing"
"105004","Under Construction","Baltimore Ave Resurfacing(PARENT) (C)","Philadelphia  ","Replace/Rehab","10984258","null","Baltimore Ave Resurfacing/ADA Ramps
City of Phildelphia
Rehab, resurfacing, & ADA ramps"
"105013","Under Construction","Heritage Trl N Ext Ph 4","York          ","Bicycle Facilities/Services","802089","null","West Philadelphia Street to North George Street (SR3065) at Hamilton Avenue
York City
Enhancement to the 2030 Bicycle Network"
"105116","Under Construction","US22 Interchanges Camb Co","Cambria       ","Concrete Rehabilitation","7666172","null","SR 2014, PA 53 Interchanges.
Cresson Township.
CPR and overlay."
"105121","Under Construction","Jackson Twp.Transp. Improvement MTF","Butler        ","Intersection Improvement","0","104233","Along Little Creek Road, Mercer Road, Wise Road and PA 19
Jackson Township
Intersection Improvements, Roadway Realignment and Traffic Signals"
